Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
138,Patty Mills\millspa02,PG,26,SAS,7,0,16,3,6,0.5,2.3,4,0.571,0.7,2,0.357,0.69,1.9,1.9,1,0.6,2.1,2.7,1.1,0.3,0,0.7,2.1,10.1,23.4,0.744,0.667,0.31,3.7,14.8,9.1,11.9,0.9,0,9.5,21.1,0.5,0.1,0.6,0.262,7.4,-0.7,6.8,0.2
139,Paul Millsap\millspa01,PF,29,ATL,16,15,35.4,5.3,13.1,0.407,0.9,3.1,0.306,4.4,10,0.438,0.443,3.6,4.9,0.744,2.3,6.4,8.7,3.4,1.6,0.9,2.1,3.3,15.2,16.4,0.499,0.234,0.373,6.8,19.5,13.1,16,2.3,2,12.3,22.3,0.4,0.9,1.3,0.108,-0.4,2.1,1.8,0.5
140,Nikola Mirotic\mirotni01,PF,23,CHI,11,0,14.9,1.8,6,0.303,0.6,2.7,0.233,1.2,3.3,0.361,0.356,1.5,1.8,0.8,0.6,2.1,2.7,0.8,0.5,0.5,0.7,2,5.7,9.8,0.421,0.455,0.303,4.8,15.1,10,9.2,1.9,2.9,9.7,23,-0.1,0.3,0.1,0.041,-2.5,-0.1,-2.6,0
141,Nazr Mohammed\mohamna01,C,37,CHI,3,0,4.7,0.7,2.3,0.286,0,0.3,0,0.7,2,0.333,0.286,0,0,,1,0.7,1.7,0,0,0.3,0,0,1.3,11.5,0.286,0.143,0,24,15.4,19.6,0,0,5.7,0,22.8,0,0,0,-0.017,-7.1,-5.9,-13,0
142,E'Twaun Moore\mooreet01,SG,25,CHI,3,0,3,0.7,2,0.333,0.3,0.3,1,0.3,1.7,0.2,0.417,0,0,,0,1,1,0,0.7,0,0,0.3,1.7,21.9,0.417,0.167,0,0,35.8,18.3,0,11.8,0,0,30.4,0,0,0,0.161,-5.8,0.5,-5.3,0
143,Darius Morris\morrida01,PG,24,BRK,1,0,5,0,1,0,0,0,,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,-8.2,0,0,0,0,0,0,0,0,0,0,9.2,0,0,0,-0.237,-12.8,-0.3,-13.2,0
144,Timofey Mozgov\mozgoti01,C,28,CLE,20,20,26.5,3.7,7.4,0.5,0,0,,3.7,7.4,0.5,0.5,3.2,4.1,0.79,2.9,4.5,7.3,0.7,0.4,1.8,1.9,2.9,10.6,17.9,0.577,0,0.547,12,18.2,15.2,4.3,0.8,5.8,16.8,18.9,0.9,0.8,1.7,0.156,-1.6,2.8,1.2,0.4
145,Mike Muscala\muscami01,PF,23,ATL,10,0,10.2,2,3.3,0.606,0.2,0.8,0.25,1.8,2.5,0.72,0.636,0,0,,0.8,1,1.8,0.1,0.1,0.3,0.4,1.3,4.2,14.9,0.636,0.242,0,8.4,10.5,9.4,1.7,0.5,2.4,10.8,16.5,0.2,0.1,0.2,0.114,-0.9,-2.3,-3.1,0
146,Joakim Noah\noahjo01,C,29,CHI,12,12,32.9,2.6,6.3,0.408,0,0,,2.6,6.3,0.408,0.408,0.6,1.7,0.35,3.8,7.3,11,3.2,0.8,1.2,1.7,3.1,5.8,12,0.407,0,0.263,12.8,23.7,18.3,15,1.3,2.8,19.1,12.1,0,0.8,0.8,0.095,-1.8,4.1,2.4,0.4
147,Dirk Nowitzki\nowitdi01,PF,36,DAL,5,5,36.2,7.6,16.8,0.452,0.8,3.4,0.235,6.8,13.4,0.507,0.476,5.2,5.6,0.929,0.8,9.6,10.4,2.4,0.4,0.4,2,3.2,21.2,18,0.55,0.202,0.333,2.2,28.3,14.8,10.1,0.5,0.9,9.4,24,0.4,0.1,0.4,0.114,-1.7,1,-0.8,0.1
148,Johnny O'Bryant\obryajo01,PF,21,MIL,1,0,12,3,8,0.375,0,0,,3,8,0.375,0.375,0,0,,1,2,3,0,0,0,0,1,6,8.9,0.375,0,0,8.1,19.3,13.3,0,0,0,0,30,0,0,0,-0.097,-9.7,-9.4,-19.1,-0.1
149,Kelly Olynyk\olynyke01,C,23,BOS,4,0,13.3,1.8,3.3,0.538,0.8,1.5,0.5,1,1.8,0.571,0.654,0.3,0.5,0.5,0.5,0.8,1.3,0.5,0.5,0.5,1,3,4.5,9.8,0.648,0.462,0.154,4,6.4,5.2,6.4,1.9,3.7,22.4,15.1,0,0,0,0.031,-1.7,3.6,1.9,0.1
150,Zaza Pachulia\pachuza01,C,30,MIL,6,6,21.5,2.7,6.7,0.4,0,0,,2.7,6.7,0.4,0.4,1.3,2.2,0.615,1.8,4.8,6.7,1.5,1.7,0.5,0.8,2.5,6.7,15.4,0.437,0,0.325,8.3,26.1,16.4,12.4,4,2.1,9.9,17.7,0,0.3,0.2,0.087,-3.6,4.3,0.7,0.1
151,Kostas Papanikolaou\papanko01,SF,24,HOU,8,0,2.6,0.1,0.5,0.25,0,0.4,0,0.1,0.1,1,0.25,0.1,0.3,0.5,0,0.3,0.3,0,0,0,0.6,0.5,0.4,-14,0.307,0.75,0.5,0,9.8,4.9,0,0,0,50.6,19.6,-0.2,0,-0.2,-0.399,-16.8,-2,-18.9,-0.1
152,Tony Parker\parketo01,PG,32,SAS,7,7,30,4.7,13,0.363,0,1.3,0,4.7,11.7,0.402,0.363,1.4,2.4,0.588,0.6,2.7,3.3,3.6,0.3,0,1.6,2,10.9,6.5,0.386,0.099,0.187,2,10,5.8,18.9,0.5,0,10,23.4,-0.4,0.1,-0.3,-0.067,-6.2,-0.3,-6.5,-0.2
153,Chandler Parsons\parsoch01,SF,26,DAL,1,1,37,5,15,0.333,0,4,0,5,11,0.455,0.333,0,0,,0,6,6,2,0,0,1,1,10,2.9,0.333,0.267,0,0,17.3,8.3,7.4,0,0,6.3,17.7,-0.1,0,-0.1,-0.118,-8.4,-0.5,-8.9,-0.1
154,Patrick Patterson\pattepa01,PF,25,TOR,4,0,26.5,3.8,6.8,0.556,1.8,3.8,0.467,2,3,0.667,0.685,1,1,1,1,2.5,3.5,1.3,0.8,0,0.8,1.3,10.3,16.7,0.713,0.556,0.148,4,11.4,7.5,7.8,1.4,0,9.4,13.5,0.3,0,0.3,0.125,1.3,0.3,1.6,0.1
155,Chris Paul\paulch01,PG,29,LAC,12,12,37.1,7.9,15.8,0.503,2.3,5.4,0.415,5.7,10.3,0.548,0.574,4,4.3,0.941,0.6,3.8,4.4,8.8,1.8,0.3,2.2,3.1,22.1,25.7,0.627,0.344,0.27,1.7,10.7,6.3,39.1,2.4,0.6,11,23.2,2,0.3,2.3,0.248,7.1,0.4,7.6,1.1
156,Kendrick Perkins\perkike01,C,30,CLE,8,0,4.1,0.3,1,0.25,0,0,,0.3,1,0.25,0.25,0.8,1.3,0.6,0.3,0.9,1.1,0,0,0.4,0.5,0.8,1.3,3.8,0.403,0,1.25,6.8,23,15,0,0,7.7,24.4,22.5,-0.1,0.1,-0.1,-0.085,-13.6,-1,-14.6,-0.1
157,Paul Pierce\piercpa01,SF,37,WAS,10,10,29.8,4.8,9.9,0.485,3.3,6.3,0.524,1.5,3.6,0.417,0.652,1.7,2,0.85,0,4.2,4.2,0.9,0.6,0.7,1,3.3,14.6,16.3,0.677,0.636,0.202,0,14.8,7.6,5,1,1.9,8.5,17.5,0.8,0.4,1.2,0.19,4,0.1,4.1,0.5
158,Mason Plumlee\plumlma01,C,24,BRK,6,0,8.2,0.7,1,0.667,0,0,,0.7,1,0.667,0.667,0.7,1.8,0.364,0.3,1,1.3,0.3,0.7,0.3,0.5,1.7,2,10.5,0.554,0,1.833,4.4,13.3,8.8,6.2,4.2,3.6,21.7,12.9,0,0.1,0.1,0.072,-4.3,6.1,1.8,0
159,Miles Plumlee\plumlmi01,C,26,MIL,1,0,16,1,8,0.125,0,0,,1,8,0.125,0.125,1,2,0.5,3,3,6,1,0,1,1,1,3,-0.3,0.169,0,0.25,18.3,21.7,19.9,10,0,5.6,10.1,27.8,-0.1,0,-0.1,-0.311,-13.5,0.2,-13.3,0
160,Quincy Pondexter\pondequ01,SF,26,NOP,4,4,31,2.5,7,0.357,0.8,2.5,0.3,1.8,4.5,0.389,0.411,1.5,1.8,0.857,0.8,4.3,5,3,1.8,0,0.3,3.3,7.3,11.7,0.467,0.357,0.25,2.7,14.9,9,14,2.9,0,3.1,11.8,0.1,0,0.2,0.061,-2.3,4.8,2.5,0.1
161,Otto Porter\porteot01,SF,21,WAS,10,0,33.1,3.9,8.8,0.443,1.2,3.2,0.375,2.7,5.6,0.482,0.511,1,2.1,0.476,2.4,5.6,8,1.8,1.2,0.2,0.6,1.6,10,14.1,0.514,0.364,0.239,8.1,17.8,13.1,8.4,1.8,0.5,5.8,13.8,0.5,0.5,1,0.144,1.6,2,3.6,0.5
162,Dwight Powell\poweldw01,PF,23,DAL,2,0,1.5,0,0.5,0,0,0,,0,0.5,0,0,0,0,,0,0.5,0.5,0.5,0,0,0,0.5,0,-2.7,0,0,0,0,35.6,17.1,38.5,0,0,0,13.6,0,0,0,-0.158,-11.7,2.7,-9,0
163,Phil Pressey\pressph01,PG,23,BOS,2,0,2.5,0,1.5,0,0,0.5,0,0,1,0,0,0,0,,0.5,0,0.5,0,0,0.5,0,0.5,0,-11.5,0,0.333,0,21.3,0,10.9,0,0,19.4,0,26.8,-0.1,0,-0.1,-0.538,-18.5,4.3,-14.2,0
164,Pablo Prigioni\prigipa01,PG,37,HOU,17,0,17.2,1.1,3.4,0.333,0.7,2.4,0.293,0.4,0.9,0.438,0.439,0.2,0.2,0.75,0.4,0.8,1.1,2.3,0.9,0,0.7,2.4,3.1,6.8,0.451,0.719,0.07,2.2,4.5,3.4,18.7,2.4,0,17,10.1,0.1,0.1,0.2,0.025,-2.5,0.8,-1.6,0
165,Zach Randolph\randoza01,PF,33,MEM,11,11,34.7,6.5,15.3,0.423,0.1,0.5,0.2,6.4,14.8,0.429,0.426,2.6,3,0.879,2.9,5.5,8.5,2.1,0.5,0,2.1,3.4,15.6,13.3,0.471,0.03,0.196,9,18,13.4,10.8,0.8,0,11.2,24.6,0,0.3,0.3,0.036,-1.9,0.7,-1.2,0.1
166,J.J. Redick\redicjj01,SG,30,LAC,14,14,38.6,5,11.5,0.435,2.5,6.3,0.398,2.5,5.2,0.479,0.543,2.4,2.5,0.943,0,2.1,2.1,1.7,0.7,0.4,1.9,2.6,14.9,10.2,0.59,0.547,0.217,0,5.8,2.9,6.5,0.9,0.8,12.8,16.3,0.5,0.1,0.5,0.047,0,-0.1,-0.1,0.3
167,Austin Rivers\riverau01,PG,22,LAC,14,2,17.9,3.3,7.5,0.438,0.9,2.5,0.371,2.4,5,0.471,0.5,0.9,1.4,0.632,0.4,1.3,1.7,1.1,0.7,0.3,0.9,2,8.4,12.9,0.516,0.333,0.181,2.6,7.5,5,10.1,1.9,1.4,9.6,21.8,0.1,0.1,0.2,0.045,-1.4,-0.2,-1.7,0
168,Rajon Rondo\rondora01,PG,28,DAL,2,2,18.5,4.5,10,0.45,0.5,1,0.5,4,9,0.444,0.475,0,0,,0.5,0.5,1,3,0,0,1,3,9.5,11.6,0.475,0.1,0,2.7,2.9,2.8,26,0,0,9.1,24.3,0,0,0,0.01,-2.6,-3.4,-6,0
169,Derrick Rose\rosede01,PG,26,CHI,12,12,37.8,7.8,19.6,0.396,1.9,5.5,0.348,5.8,14.1,0.414,0.445,2.9,3.3,0.897,1.1,3.8,4.8,6.5,1.2,0.5,3.2,1.8,20.3,16.8,0.484,0.281,0.166,3.2,10.7,7,33.5,1.6,1.1,13.1,29.1,0.3,0.6,0.8,0.088,2.5,-0.5,2,0.4
170,Terrence Ross\rosste01,SF,23,TOR,4,4,26.8,2.8,7.3,0.379,1.5,4.5,0.333,1.3,2.8,0.455,0.483,0,0,,0,1.5,1.5,1,0.8,1,0.5,2.5,7,7.7,0.483,0.621,0,0,6.8,3.2,5.8,1.4,3.2,6.5,13,0,0,0,-0.017,-4.2,1.8,-2.4,0
171,Brandon Rush\rushbr01,SG,29,GSW,3,0,2.3,0.3,2,0.167,0.3,0.7,0.5,0,1.3,0,0.25,0,0,,0.3,0.7,1,0,0,0,0,0.7,1,-4.5,0.25,0.333,0,15.8,30.8,23.4,0,0,0,0,38.4,0,0,0,-0.223,-15,-13.7,-28.7,0
172,Dennis Schroder\schrode01,PG,21,ATL,16,0,18.1,3.5,9.1,0.386,0.5,2.1,0.235,3,6.9,0.432,0.414,1.5,1.8,0.857,0.3,1.5,1.8,3.9,0.6,0,1.7,1.8,9,13.4,0.458,0.234,0.193,1.8,8.9,5.4,37.8,1.6,0,14.6,28.9,-0.2,0.2,0.1,0.009,-1.3,-2.8,-4.1,-0.2
173,Mike Scott\scottmi01,PF,26,ATL,11,0,15.6,1.9,5,0.382,0.4,2.4,0.154,1.5,2.6,0.586,0.418,0.4,0.4,1,1.5,2.7,4.2,0.5,0.5,0,0.6,1.5,4.5,9.6,0.44,0.473,0.073,10,18.7,14.3,4.6,1.5,0,11,16.9,-0.1,0.2,0.1,0.037,-3.1,-1.6,-4.7,-0.1
174,Kevin Seraphin\serapke01,C,25,WAS,6,0,12,2.5,5.2,0.484,0,0,,2.5,5.2,0.484,0.484,0.5,1,0.5,0.5,2.7,3.2,0.3,0.3,0.2,0.7,1.7,5.5,12.2,0.49,0,0.194,4.7,23.4,14.3,5,1.4,1.1,10.6,23.2,0,0.1,0.1,0.059,-4.8,-0.6,-5.4,-0.1
175,Ramon Sessions\sessira01,PG,28,WAS,10,3,21.8,2.6,7,0.371,1,2.5,0.4,1.6,4.5,0.356,0.443,1.3,1.9,0.684,0.2,2.2,2.4,2.3,0.4,0.1,1,1.4,7.5,9.6,0.479,0.357,0.271,1,10.6,6,16.2,0.9,0.4,11.3,18,0.1,0.2,0.3,0.063,-1.3,-0.6,-1.9,0
176,Iman Shumpert\shumpim01,SG,24,CLE,20,16,34.8,3,8.2,0.36,1.7,4.7,0.355,1.3,3.6,0.366,0.46,1.5,2,0.75,1.2,3.8,4.9,1.2,1.3,0.8,0.7,2.5,9.1,10.6,0.498,0.567,0.244,3.7,11.7,7.8,5.3,1.9,1.9,6.7,12.7,0.6,0.9,1.5,0.104,-0.1,2.5,2.4,0.8
177,Marcus Smart\smartma01,PG,20,BOS,4,3,22.5,3.5,7.3,0.483,0.8,3.3,0.231,2.8,4,0.688,0.534,2,3.8,0.533,1.3,1.5,2.8,1.3,0.3,0.3,1,3,9.8,12.8,0.548,0.448,0.517,5.9,7.5,6.7,9.8,0.6,1.1,10.1,19.7,0.1,0,0.1,0.047,0.3,0.3,0.6,0.1
178,Greg Smith\smithgr02,PF,24,DAL,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,0,0,0,0,-0.039,-6.2,2.7,-3.6,0
179,J.R. Smith\smithjr01,SG,29,CLE,18,4,31.1,4.6,11.4,0.403,2.8,7.9,0.359,1.8,3.6,0.5,0.527,0.8,1.1,0.7,0.5,4.2,4.7,1.2,0.9,0.6,0.8,3,12.8,13.5,0.538,0.689,0.097,1.8,14.7,8.4,7,1.6,1.5,6.5,18.6,0.8,0.7,1.5,0.128,1.7,0.5,2.2,0.6
180,Josh Smith\smithjo03,PF,29,HOU,17,8,23.3,5,11.4,0.438,1.6,4.2,0.38,3.4,7.2,0.472,0.508,1.9,4.4,0.432,1.5,4.1,5.6,2.7,0.5,1,2.2,2.4,13.5,16.5,0.505,0.366,0.381,6.9,18.1,12.6,20.6,1.1,3.4,14.4,27.9,0,0.3,0.3,0.036,-0.6,2.4,1.8,0.4
181,Russ Smith\smithru01,PG,23,MEM,2,0,1.5,0,0,,0,0,,0,0,,,0,0,,0,0,0,1,0,0,0,0,0,23.8,,,,0,0,0,89.6,0,0,,0,0,0,0,0.241,-9,-22,-31,0
182,Tony Snell\snellto01,SF,23,CHI,11,0,12.7,1.4,4,0.341,0.8,2.5,0.333,0.5,1.5,0.353,0.443,0.4,0.4,1,0.1,1.5,1.5,0.5,0,0.3,0.5,1.2,3.9,6.4,0.47,0.614,0.091,0.8,12.3,6.7,7,0,1.7,9.9,16.5,0,0.1,0.1,0.032,-2.6,-1.9,-4.5,-0.1
183,Marreese Speights\speigma01,C,27,GSW,10,0,6.7,1.4,4.2,0.333,0,0,,1.4,4.2,0.333,0.333,0.9,1.5,0.6,0.8,1.3,2.1,0.4,0.4,0.3,0.4,1.4,3.7,13.2,0.381,0,0.357,13.2,20.9,17.1,10.4,3.1,3.6,7.6,35.2,-0.1,0.2,0,0.012,-6.5,0.3,-6.2,-0.1
184,Tiago Splitter\splitti01,C,30,SAS,7,7,17.6,1.3,3.4,0.375,0,0,,1.3,3.4,0.375,0.375,0.9,2.7,0.316,1.9,2.6,4.4,1.3,0.6,0.1,1,2.4,3.4,7,0.371,0,0.792,10.9,16.1,13.4,10.3,1.7,0.6,17.8,14.4,-0.1,0.1,0,-0.004,-4.9,3.4,-1.6,0
185,Greg Stiemsma\stiemgr01,C,29,TOR,1,0,2,2,2,1,0,0,,2,2,1,1,1,2,0.5,0,0,0,0,0,0,0,0,5,101.6,0.868,0,1,0,0,0,0,0,0,0,64.7,0.1,0,0.1,1.54,29.9,-15.7,14.2,0
186,Amar'e Stoudemire\stoudam01,PF,32,DAL,5,0,15,3,7,0.429,0,0,,3,7,0.429,0.429,1.8,2.6,0.692,1.4,1.8,3.2,0.6,0.2,0.6,1.4,3.2,7.8,11.3,0.479,0,0.371,9.3,12.8,11,6,0.6,3.2,14.7,26,0,0,0,-0.01,-6,0.5,-5.4,-0.1
187,Jared Sullinger\sullija01,PF,22,BOS,4,0,20,5.3,9.5,0.553,0.8,2.3,0.333,4.5,7.3,0.621,0.592,1,1.8,0.571,2.3,4.8,7,0.3,0,0.8,1.3,3,12.3,21.7,0.596,0.237,0.184,12,26.7,19.1,2.7,0,3.6,10.9,25.7,0.2,0,0.2,0.118,-0.5,-0.7,-1.2,0
188,Jeff Teague\teaguje01,PG,26,ATL,16,16,33.1,6.1,14.9,0.41,1.3,4.1,0.323,4.8,10.9,0.443,0.454,3.3,3.8,0.867,0.6,2.6,3.2,6.7,1.5,0.4,2.7,2.1,16.8,17.8,0.507,0.272,0.251,2,8.3,5.2,35.3,2.3,1.1,13.9,26.5,0.5,0.5,1,0.094,1.5,-0.9,0.5,0.3
189,Mirza Teletovic\teletmi01,PF,29,BRK,3,0,5.3,0,1.7,0,0,1.3,0,0,0.3,0,0,0,0,,0,1.3,1.3,0,0.3,0,0.3,0.3,0,-10.5,0,0.8,0,0,27.1,13.5,0,3.2,0,16.7,17.2,-0.1,0,-0.1,-0.366,-17.5,-0.8,-18.3,-0.1
190,Garrett Temple\templga01,SG,28,WAS,4,0,6.5,0.3,1.5,0.167,0,0.8,0,0.3,0.8,0.333,0.167,1.3,2,0.625,0.3,0.5,0.8,0.3,0.5,0,0.8,1,1.8,1.5,0.368,0.5,1.333,4.3,8.1,6.3,5.3,3.9,0,24,21.3,-0.1,0,-0.1,-0.095,-6.4,0.8,-5.6,0
191,Jason Terry\terryja01,SG,37,HOU,17,17,28.6,3.4,7.9,0.425,1.7,4.8,0.354,1.6,3.1,0.538,0.534,0.8,0.9,0.813,0.4,1.9,2.2,2.8,0.9,0.1,1.2,2.7,9.2,10.1,0.553,0.612,0.119,1.3,6.7,4,14.9,1.5,0.3,12.4,13.8,0.5,0,0.5,0.054,-0.4,0.6,0.2,0.3
192,Isaiah Thomas\thomais02,PG,25,BOS,4,0,29.8,4.5,13.5,0.333,0.8,4.5,0.167,3.8,9,0.417,0.361,7.8,8,0.969,0.3,2.8,3,7,0.8,0,3.5,2.5,17.5,17.9,0.514,0.333,0.593,0.9,10.4,5.5,41.1,1.3,0,17.1,30.8,0.1,0,0.1,0.044,1.5,-0.5,1,0.1
193,Klay Thompson\thompkl01,SG,24,GSW,21,21,36.2,7.1,15.9,0.446,2.7,7,0.39,4.4,9,0.489,0.531,1.7,2.1,0.8,0.4,3.4,3.9,2.6,0.8,0.9,2,3,18.6,14.8,0.553,0.437,0.135,1.3,10.2,5.8,12.1,1.1,2,10.4,23.3,0.9,1,1.9,0.118,1.9,-0.4,1.5,0.7
194,Tristan Thompson\thomptr01,PF,23,CLE,20,15,36.4,3.6,6.5,0.558,0,0,,3.6,6.5,0.558,0.558,2.4,4.1,0.585,4.4,6.4,10.8,0.5,0.3,1.2,0.8,2.5,9.6,15.4,0.582,0,0.636,13.5,19.1,16.3,2,0.4,2.8,8.3,11.2,1.7,0.9,2.5,0.167,-0.2,1.5,1.4,0.6
195,Hedo Turkoglu\turkohe01,SF,35,LAC,11,0,5,0.4,1.5,0.235,0.2,1.2,0.154,0.2,0.4,0.5,0.294,0,0,,0.1,0.5,0.6,0.4,0.4,0.1,0.2,0.9,0.9,2.9,0.294,0.765,0,1.9,11.3,6.7,9.8,3.5,1.6,10.5,15,-0.1,0.1,-0.1,-0.068,-5.2,2.4,-2.8,0
196,Evan Turner\turneev01,SG,26,BOS,4,4,29.5,4,11,0.364,0.5,1,0.5,3.5,10,0.35,0.386,2,2.3,0.889,0.5,6.8,7.3,4.8,0.8,0,2.3,2.8,10.5,11.2,0.438,0.091,0.205,1.8,25.7,13.4,27.4,1.3,0,15.8,21.6,-0.1,0.1,-0.1,-0.02,-4.5,3.3,-1.3,0
197,Ekpe Udoh\udohek01,PF,27,LAC,4,0,3,0.3,0.8,0.333,0,0,,0.3,0.8,0.333,0.333,0,0,,0,0.8,0.8,0,0,0,0,0.8,0.5,-0.3,0.333,0,0,0,25.9,13.2,0,0,0,0,10.9,0,0,0,-0.042,-10.7,-3.1,-13.8,0
198,Beno Udrih\udrihbe01,PG,32,MEM,10,0,17.5,3.1,7.3,0.425,0.4,1.6,0.25,2.7,5.7,0.474,0.452,1,1.2,0.833,0.4,1.6,2,2.1,0.5,0,0.4,1.6,7.6,14.8,0.485,0.219,0.164,2.5,10.3,6.3,21.2,1.5,0,4.9,21.5,0.2,0.1,0.3,0.09,0.8,-0.1,0.7,0.1
199,Jonas Valanciunas\valanjo01,C,22,TOR,4,4,26.5,4.8,9.5,0.5,0,0,,4.8,9.5,0.5,0.5,1.8,2,0.875,2.3,7,9.3,0.5,0.5,0.3,1,1.8,11.3,17.3,0.542,0,0.211,9.1,31.9,19.8,3.3,1,0.8,8.8,19.3,0.1,0,0.2,0.079,-5.1,-0.4,-5.5,-0.1
200,Greivis Vasquez\vasqugr01,PG,28,TOR,4,0,25.3,2.8,7.3,0.379,1.3,3.5,0.357,1.5,3.8,0.4,0.466,0.8,0.8,1,0,1.8,1.8,3,0.5,0,1,3.8,7.5,7.9,0.495,0.483,0.103,0,8.4,3.9,18.6,1,0,11.7,15.3,0,0,0,-0.009,-3.7,-1.1,-4.7,-0.1
201,Charlie Villanueva\villach01,PF,30,DAL,5,0,8.6,2.2,5,0.44,1.6,3.8,0.421,0.6,1.2,0.5,0.6,0,0,,0.8,1.8,2.6,0.6,0.2,0.2,0,2,6,24.6,0.6,0.76,0,9.2,22.3,15.5,11.4,1.1,1.9,0,23.8,0.2,0,0.2,0.259,7.8,-0.1,7.6,0.1
202,John Wall\walljo01,PG,24,WAS,7,7,39,6.1,15.7,0.391,0.4,2.4,0.176,5.7,13.3,0.43,0.405,4.7,5.6,0.846,0.7,4,4.7,11.9,1.4,1.4,3.9,1.9,17.4,19.2,0.48,0.155,0.355,2.1,10.8,6.6,49.7,1.9,2.9,17.5,25,0.4,0.4,0.8,0.138,1.6,1.2,2.8,0.3
203,Gerald Wallace\wallage01,SF,32,BOS,1,0,4,0,1,0,0,0,,0,1,0,0,0,0,,0,1,1,0,0,0,0,0,0,-6.9,0,0,0,0,28.1,13.7,0,0,0,0,11.2,0,0,0,-0.263,-17.3,-1.3,-18.5,0
204,Martell Webster\webstma02,SF,28,WAS,1,0,4,1,2,0.5,0,1,0,1,1,1,0.5,0,0,,0,0,0,0,0,0,0,0,2,11.1,0.5,0.5,0,0,0,0,0,0,0,0,22.2,0,0,0,0.032,-0.9,-6,-6.9,0
205,Deron Williams\willide01,PG,30,BRK,6,6,32,4.5,11.5,0.391,1.8,4.3,0.423,2.7,7.2,0.372,0.471,1,1.2,0.857,0.5,5.7,6.2,5.5,1.3,0,2.7,3,11.8,12.9,0.493,0.377,0.101,1.7,19.2,10.4,28.6,2.1,0,18.2,21,0,0.2,0.2,0.039,-1.4,2.2,0.9,0.1
206,Lou Williams\willilo02,SG,28,TOR,4,0,25.5,4,12.8,0.314,1,5.3,0.19,3,7.5,0.4,0.353,3.8,4.5,0.833,0.5,1.3,1.8,1.3,1.5,0,0.8,2.3,12.8,11.6,0.433,0.412,0.353,2.1,5.9,3.9,8.3,3,0,4.8,27.3,-0.1,0,-0.1,-0.044,-3.4,-1.5,-4.9,-0.1
207,Thaddeus Young\youngth01,PF,26,BRK,6,6,31.7,4.8,11,0.439,0,0.7,0,4.8,10.3,0.468,0.439,0.8,2,0.417,2.8,4.3,7.2,2.7,0.8,0.2,2.3,2.5,10.5,10.5,0.442,0.061,0.182,9.7,14.8,12.3,14.3,1.3,0.5,16.4,20.5,-0.2,0.1,0,-0.012,-3.9,2,-1.9,0
208,Tyler Zeller\zellety01,C,25,BOS,4,4,22.5,3.8,7.3,0.517,0,0,,3.8,7.3,0.517,0.517,1,1.3,0.8,0.5,4,4.5,0.5,0.5,0.3,1,1.3,8.5,12.5,0.545,0,0.172,2.4,20,10.9,4,1.1,1.1,11.4,17.5,0,0,0.1,0.033,-4.9,1.7,-3.2,0